tweet,final_label
when someone edit your designs is called plagiarism right but what can you do im tired exhausted and dissapointed,NEGATIVE
java concurrency in practice is probably the best java book ive ever bought theres a recipe in there for interrupting blocking io ops,POSITIVE
wants somebody to cheer her up,POSITIVE
has had a wonderful day with some gorgeous girls followed by dinner and drinks with the swedes,POSITIVE
almost catching up so gonna kick her and woop i will b joing the k mile high club soon,NEGATIVE
aww thanks i am indeed graduating on friday just finals stand between me and freedomor teach for america and law school,POSITIVE
i empathise luvvie i dont personally understand a grown mans need to dress in tartan in search for a little white ball,NEUTRAL
just woke from the longest sleep in monthsso nice now to get some work done so im prepped for next wk free for k coming home tonight,POSITIVE
it was buckfast brain just went blank,NEGATIVE
going to see angels and demons tonight it better not scare me,NEUTRAL
it will give me lulz from time to time,NEUTRAL
nah will didnt tell diego so we at some donminican spot getting up,NEGATIVE
i keep pulling out my knitting at my desk and then putting it back not good not good tminus minutes till release,NEGATIVE
idance well yes lol i had a chat with them earlier there just not willing to learn anything else,NEUTRAL
carter the video is private i cant see it,NEUTRAL
wow slept in with no dolidh here to wake me up,NEUTRAL
i met him hes from where i live he goes clubbing the same places lol i dont get twittter,NEUTRAL
major iphone problems wont let me send texts but i can do everything else can anyone help,NEUTRAL
my music collection will be coming up to gb soon haha,NEUTRAL
me too it depresses me thinking about it,POSITIVE
yeah yeah less degenerate than current occupants of us house of reprehensibles you can bet on that like minethatbird,NEUTRAL
is sitting in the marshall center wmina some must really not want me to go to the gymthis time i lost my wallet n wno id i cant go,NEGATIVE
thanks for the feedback everyone,POSITIVE
u so funny but u right i like bsb but im not as fan than u i love much better tupac tlc bad theyre not singing anymore,NEUTRAL
hugs okay just making sure,POSITIVE
cant seem to find the new mountain dew throwback in packsonly in liter bottles,NEUTRAL
damm servers still down i need to hit before all the koxpers pass me,NEGATIVE
decided that wolf in a future star trek logo game would be much cooler than chewy in star wars,POSITIVE
female and male year old labs looking for new home family is loosing their home both must stay together contact me if interested,NEUTRAL
takin short nap gym and work before kids come back home tonite,NEUTRAL
happy mothers day to all moms and pseudo stepmoms,POSITIVE
same and big moths and wasps and just insects in general haha i hate them,NEGATIVE
thats great,POSITIVE
sunniest day in ages and im in bed,NEUTRAL
how you not gonna follow me son,NEGATIVE
dont know what to do right nowpretty bored but i refuse to study any suggestions,NEGATIVE
me too it goes to my phone so all night long sometimes my phone is blowing up so nice to wake up to,NEUTRAL
pretty sure my kitties missed meone is laying on me and the other are on each side of me they are so cute though,POSITIVE
boss just texted me i have the day off yes yes and yes again,NEUTRAL
oh no dead muffins how sad,NEGATIVE
thats true unfortunately the leads in the movies dont die on such a high note its more the friday the th model,NEGATIVE
manford awww thats such a lovely thing for u to say to me are u doing any in manchester x,POSITIVE
the jetway feels like the seventh layer of hell oh and there are way too many babies on this flight and i forgot my bose,NEGATIVE
i havent been out west since i think i picked a bad wknd bc its overcast out here tho,NEGATIVE
st day of master cleansewish me luck,NEUTRAL
australian hardcoremetalcore scene is amazing right now look up third strike and chelsea smile and bmth in days,POSITIVE
im stuck in a trytomergetwotools css hell so no help from frameworks unless both tools had already used the same framework,NEGATIVE
i think its because im always offtopic and sometimes inappropriate germination and fruit picking jokes etc,NEGATIVE
eating truffles yum,POSITIVE
will do i may just have to keep it on my shelf with the rest of my old cameras,NEUTRAL
i cried like a baby when we had to put our cat down years ago for tears of happiness watch this httpbitlyqlwbe,POSITIVE
hates not being able to see his monitor i have about minutes before the sun is not blinding me,NEGATIVE
is excited to see samanthadenise again httpplurkcomprrid,POSITIVE
my sunburn itches ouch,NEGATIVE
i be ok you,POSITIVE
httptwitpiccomw you guys look so nice,POSITIVE
alright i think its time for bedeven though ill probably surf the net for another hour before i go to sleep lol goodnight,POSITIVE
while you awake,NEUTRAL
ooc thanks ughwhat a bad bad day ive had,NEGATIVE
watching chelsea lately loveeeee her,POSITIVE
till then ice cream,NEUTRAL
i only get bubble tea during the cambodian new year only once a year when i do i stand in line for over min,NEUTRAL
mills better than a spider or some type if australian wildlife one would imagine,POSITIVE
welcome home babe,POSITIVE
oh and i forgot my cell at home thankgod for this crackberry,NEUTRAL
yard house too packed three people deep at bar went to pf changsgot right in,NEUTRAL
i need a blankie this trains an icebox,NEUTRAL
i wish i had left dead but first id need something to play it on,NEUTRAL
thats cause ovie is the one man team and when they show pens highlights its the whole because we have more than superstar,NEUTRAL
awww whered you get that hugh is so thin no traces of being wolverine yet btw whos that other guy besides rdj,NEUTRAL
pick up that as fast you can,NEUTRAL
trivia working no computer,NEUTRAL
bmac i knooow i want to sail,NEUTRAL
i need to go to atl mainly just to go to ikea the stuff i want isnt available online,NEUTRAL
off to bed still exhausted from vegas,NEGATIVE
they used to have a book expo in canada toronto but the cancelled it this year beatwittyparty beatwittyparty,NEGATIVE
i have a whole day planned for my mom today that i know she will love,POSITIVE
thrifty ebay mile rule not working for me too many pairs of leather trousers being sold in aberdeen will try next week,NEUTRAL
trying to figure out this thingits not going well,NEGATIVE
i got ur back baby much love to ya,POSITIVE
living down alki without offstreet parking blows p there is no parking wkds are the worst feel like a hostage,NEGATIVE
possible case of hn at ft knox ky httptinyccgnyq note this is for info purposes only so theres still no need to panic,NEUTRAL
i have to start eating healthy,POSITIVE
sandman wounds i miss you guys so much,NEGATIVE
i want more followers,NEUTRAL
oh and cali plans are a go i might get to see da too and shes my hero and rocks my socks,POSITIVE
he he i will send it thru anurag,NEUTRAL
finally i have finished my tec recipe card and i feel somewhat accomplished,POSITIVE
looks like you did the full lincoln marathon yesterday that is awesome the hm was tough for me,NEUTRAL
aloud and that hindi flick that came out a couple of weeks ago that never made it to the uk,NEGATIVE
wow nice roar i see good things in your future,POSITIVE
yesterday i didnt do much because i was just lazy but today i dont feel so good,NEGATIVE
they certainly warmed mine,NEUTRAL
httptwitpiccomjfb i really love this picture,POSITIVE
i was at the outlets too,NEUTRAL
last night was awesome thanks for all the hard work you put into it off to get some coffee now,POSITIVE
stomach ache ahhhhhh,NEGATIVE
life is so good and it will much greater on thursday at pm,POSITIVE
could be,NEUTRAL
god you guysill call you guysthree way to discuss,NEUTRAL
ima need you to follow me real quick cause i cant dm you,NEUTRAL
well us brits have to wait a few more days for it i thought it was all gonna realized at once i guess its worth the wait,POSITIVE
refugee me gets your video will start in seconds exiting to watch for minutes flash linux fail,NEUTRAL
yahoo great always nice to hear successful stories,POSITIVE
little brothers being funny congrats on the engagement httptinyurlcomcvnw,POSITIVE
i do now lol,POSITIVE
mamma who bore me hat es mir echt angetan lsst gren,NEUTRAL
omfg whyyyyyy not that sucks and r wtf tai getcho asses down here,NEGATIVE
aww i hope u find it soon i miss it i cnt even use my cam wo it memorys full plus i wanna take it sa this commin weekend,POSITIVE
shoot rob i missed it just got home,NEGATIVE
httptwitpiccomjfm very interesting head gear lol,POSITIVE
im going to miss khyy so much,NEGATIVE
i wanna go home but i cant cause the customers wont leave and my boss wont let me leave either,NEGATIVE
i would do a followfriday but everyone on my list is already on everyone elses list so whats the point im just not popular enough,NEUTRAL
arrg ive been trying to upload my picturedarn thing wont let me,NEGATIVE
tweettttt,NEUTRAL
ummm no it didnt work so i guess im stuck with this uglyonee,NEGATIVE
look at how far away ive gone locked away in a room trying to work in silence and yet constant urgent emails and ims persist,NEUTRAL
crazyangel gah but gregg should have got the hot and talented vote dammit,NEGATIVE
thanks theres a mens version in june its very popular,NEUTRAL
sorrry im ready to leave,NEGATIVE
right my fellow fluffy flasher i must go to bed sorry i hope everything is working properly moro and we can chat love u x,NEUTRAL
absolutely just have a good backup for romo for december,POSITIVE
were gonna go crazy before you leave,NEUTRAL
